x,y,difficulty
-2.828471984392734,-0.6965702746458965,line
-2.8515229611712565,-0.6496295386442619,line
-2.8745739379497786,-0.6026888026426273,turning_1
-2.8976249147283006,-0.5557480666409926,turning_1
-2.905869953739919,-0.5049413103732228,turning_1
-2.914114992751537,-0.45413455410545295,line
-2.922360031763156,-0.4033277978376831,line
-2.9306050707747757,-0.3525210415699133,line
-2.9388501097863933,-0.3017142853021433,line
-2.9470951487980117,-0.2509075290343735,line
-2.95534018780963,-0.20010077276660365,line
-2.9635852268212486,-0.14929401649883384,line
-2.9718302658328675,-0.09848726023106397,line
-2.980075304844486,-0.04768050396329404,line
-2.9883203438561043,0.0031262523044757184,line
-2.9965653828677232,0.05393300857224559,line
-3.004420699772316,0.10784977717431116,line
-3.0122760166769087,0.16176654577637678,line
-3.0201313335815017,0.2156833143784424,line
-3.027986650486095,0.26960008298050797,line
-3.035841967390688,0.3235168515825736,line
-3.043697284295281,0.3774336201846392,line
-3.0459281132776703,0.4282306818376429,line
-3.0481589422600583,0.4790277434906465,line
-3.050389771242448,0.5298248051436503,line
-3.0526206002248366,0.5806218667966538,line
-3.0548514292072246,0.6314189284496576,line
-3.057082258189613,0.6822159901026612,line
-3.0593130871720025,0.7330130517556651,line
-3.0615439161543923,0.7838101134086686,line
-3.0637747451367794,0.8346071750616724,line
-3.0660055741191687,0.8854042367146759,line
